AY835781,HIV1_B
AY901967,HIV1_C
AY901970,HIV1_C
AY945710,HIV1_B
AY945712,HIV1_01_AE
AY945738,HIV1_C
AY970949,HIV1_B
DD033495,HIV1_08_BC
DD409979,HIV1_02_AG
DQ011180,HIV1_C
DQ054367,HIV1_D
DQ056410,HIV1_C
DQ056411,HIV1_C
DQ164111,HIV1_C
DQ168573,HIV1_G
DQ168575,HIV1_G
DQ168576,HIV1_G
DQ168577,HIV1_02_AG
DQ168578,HIV1_02_AG
DQ168579,HIV1_G
DQ189088,HIV1_F
DQ230841,HIV1_07_BC
DQ275646,HIV1_C
DQ351230,HIV1_C
DQ351233,HIV1_C
DQ358811,HIV1_71_BF1
DQ396369,HIV1_C
DQ396380,HIV1_C
DQ396392,HIV1_C
DQ400856,HIV1_06_cpx
DQ445632,HIV1_C
DQ823359,HIV1_A
DQ823365,HIV1_A
DQ853461,HIV1_B
DQ886034,HIV1_B
DQ979023,HIV1_F
DQ979024,HIV1_F
DQ979025,HIV1_F
EF036527,HIV1_01_AE
EF036536,HIV1_01_AE
EF158040,HIV1_35_AD
EF158041,HIV1_35_AD
EF158042,HIV1_35_AD
EF158043,HIV1_35_AD
EF368370,HIV1_07_BC
EF368371,HIV1_07_BC
EF368372,HIV1_07_BC
EF420986,HIV1_07_BC
EF469243,HIV1_C
EF633445,HIV1_D
EU110085,HIV1_A
EU110087,HIV1_A
EU110094,HIV1_A
EU170136,HIV1_42_BF
EU170138,HIV1_42_BF
EU170139,HIV1_42_BF
EU170140,HIV1_42_BF
EU170141,HIV1_42_BF
EU170142,HIV1_42_BF
EU170143,HIV1_42_BF
EU170144,HIV1_42_BF
EU170145,HIV1_42_BF
EU170146,HIV1_42_BF
EU170147,HIV1_42_BF
EU170148,HIV1_42_BF
EU170150,HIV1_42_BF
EU170151,HIV1_42_BF
EU170153,HIV1_42_BF
EU170154,HIV1_42_BF
EU170155,HIV1_42_BF
EU446022,HIV1_F
EU743963,HIV1_22_01A1
FJ185233,HIV1_01_AE
FJ185242,HIV1_01_AE
FJ185243,HIV1_01_AE
FJ185260,HIV1_01_AE
FJ388892,HIV1_A
FJ388901,HIV1_C
FJ388903,HIV1_A
FJ389363,HIV1_G
FJ389364,HIV1_G
FJ389365,HIV1_G
FJ389366,HIV1_G
FJ389367,HIV1_G
FJ469732,HIV1_B
FJ496005,HIV1_B
FJ496145,HIV1_B
FJ496168,HIV1_B
FJ496202,HIV1_C
FJ623477,HIV1_A
FJ623488,HIV1_A
FJ670516,HIV1_F
FJ670517,HIV1_14_BG
FJ670518,HIV1_14_BG
FJ670520,HIV1_G
FJ670522,HIV1_14_BG
FJ670528,HIV1_14_BG
FJ670530,HIV1_G
FJ694791,HIV1_02_AG
FJ771007,HIV1_F
FJ771008,HIV1_F
FJ771009,HIV1_F
FJ771010,HIV1_F
FJ900266,HIV1_F
FJ900267,HIV1_F
FJ900268,HIV1_F
FR846408,HIV1_G
FR846409,HIV1_G
FR846410,HIV1_G
GQ229529,HIV1_22_01A1
GQ290462,HIV1_F
GQ477442,HIV1_35_AD
GQ477443,HIV1_35_AD
GQ477444,HIV1_35_AD
GQ477445,HIV1_35_AD
GQ477446,HIV1_35_AD
GQ477448,HIV1_35_AD
GQ477449,HIV1_35_AD
GQ477450,HIV1_35_AD
GQ477451,HIV1_35_AD
GQ999972,HIV1_C
GQ999981,HIV1_C
GQ999983,HIV1_C
GU201494,HIV1_02_AG
GU201495,HIV1_02_AG
GU201498,HIV1_02_AG
GU201499,HIV1_02_AG
GU201500,HIV1_02_AG
GU201511,HIV1_02_AG
GU201516,HIV1_A
GU230137,HIV1_14_BG
GU362882,HIV1_G
HM067748,HIV1_08_BC
HM067749,HIV1_G
HQ215552,HIV1_07_BC
JF320016,HIV1_B
JF320035,HIV1_B
JF320128,HIV1_B
JF320204,HIV1_B
JF320491,HIV1_B
JF683758,HIV1_02_AG
JF683771,HIV1_F
JF683799,HIV1_02_AG
JF683801,HIV1_B
JF683802,HIV1_11_cpx
JF719819,HIV1_08_BC
JF932479,HIV1_B
JN024111,HIV1_B
JN024138,HIV1_B
JN024147,HIV1_B
JN024190,HIV1_B
JN024198,HIV1_B
JN024214,HIV1_B
JN024294,HIV1_B
JN024310,HIV1_B
JN024314,HIV1_B
JN024344,HIV1_B
JN024384,HIV1_B
JN024421,HIV1_B
JN024435,HIV1_B
JN024465,HIV1_B
JN024521,HIV1_B
JN024537,HIV1_B
JN024565,HIV1_B
JN106043,HIV1_G
JN230353,HIV1_63_02A1
JN248354,HIV1_B
JN248582,HIV1_G
JN248584,HIV1_G
JN248586,HIV1_G
JN248590,HIV1_02_AG
JN248591,HIV1_G
JN248592,HIV1_02_AG
JN248593,HIV1_G
JN864049,HIV1_22_01A1
JN864050,HIV1_22_01A1
JN864051,HIV1_22_01A1
JN864058,HIV1_22_01A1
JN864059,HIV1_22_01A1
JN944918,HIV1_B
JN944921,HIV1_B
JN944931,HIV1_B
JQ292894,HIV1_A
JQ292899,HIV1_A
JQ316136,HIV1_02_AG
JQ423923,HIV1_07_BC
JX112800,HIV1_01_AE
JX112804,HIV1_01_AE
JX112816,HIV1_01_AE
JX112820,HIV1_01_AE
JX112824,HIV1_01_AE
JX112835,HIV1_01_AE
JX112865,HIV1_01_AE
JX140647,HIV1_02_AG
JX140649,HIV1_14_BG
JX140655,HIV1_B
JX140662,HIV1_C
JX140670,HIV1_D
JX140671,HIV1_F
JX140672,HIV1_F
JX140675,HIV1_G
JX236668,HIV1_D
JX236670,HIV1_D
JX236672,HIV1_D
JX236673,HIV1_D
JX236678,HIV1_A
JX392378,HIV1_07_BC
JX392379,HIV1_07_BC
JX392380,HIV1_07_BC
JX392381,HIV1_07_BC
JX392382,HIV1_07_BC
JX392383,HIV1_07_BC
JX392384,HIV1_07_BC
JX446713,HIV1_01_AE
JX447019,HIV1_01_AE
JX447061,HIV1_01_AE
JX447301,HIV1_01_AE
JX447305,HIV1_01_AE
JX447309,HIV1_01_AE
JX447353,HIV1_01_AE
JX447366,HIV1_01_AE
JX447416,HIV1_01_AE
JX447468,HIV1_01_AE
JX447471,HIV1_01_AE
JX447537,HIV1_01_AE
JX447541,HIV1_01_AE
JX447594,HIV1_01_AE
JX447731,HIV1_01_AE
JX447733,HIV1_01_AE
JX447888,HIV1_01_AE
JX448019,HIV1_01_AE
JX500696,HIV1_A
JX500697,HIV1_63_02A1
JX500698,HIV1_63_02A1
JX500699,HIV1_63_02A1
JX500700,HIV1_63_02A1
JX500701,HIV1_63_02A1
JX500702,HIV1_63_02A1
JX500704,HIV1_63_02A1
JX500705,HIV1_63_02A1
JX500706,HIV1_63_02A1
JX863919,HIV1_B
JX960600,HIV1_07_BC
JX960601,HIV1_07_BC
JX960602,HIV1_07_BC
JX960606,HIV1_01_AE
JX960632,HIV1_01_AE
JX976662,HIV1_C
JX976693,HIV1_C
JX976710,HIV1_C
JX976715,HIV1_C
KC113009,HIV1_F
KC156120,HIV1_C
KC473837,HIV1_14_BG
KC492737,HIV1_07_BC
KC492738,HIV1_07_BC
KC503852,HIV1_07_BC
KC503853,HIV1_07_BC
KC503854,HIV1_07_BC
KC503855,HIV1_07_BC
KC596071,HIV1_D
KC596072,HIV1_D
KC914396,HIV1_08_BC
KF234628,HIV1_07_BC
KF250366,HIV1_07_BC
KF250368,HIV1_08_BC
KF250369,HIV1_08_BC
KF250371,HIV1_07_BC
KF250372,HIV1_07_BC
KF250373,HIV1_07_BC
KF250374,HIV1_07_BC
KF250375,HIV1_07_BC
KF250376,HIV1_07_BC
KF250377,HIV1_07_BC
KF250385,HIV1_07_BC
KF312642,HIV1_08_BC
KF526207,HIV1_C
KF527172,HIV1_C
KF561435,HIV1_02_AG
KF561436,HIV1_02_AG
KF561437,HIV1_02_AG
KF716460,HIV1_22_01A1
KF716461,HIV1_22_01A1
KF716462,HIV1_22_01A1
KF716463,HIV1_22_01A1
KF716474,HIV1_A
KF716475,HIV1_A
KF716477,HIV1_G
KF716478,HIV1_A
KF716479,HIV1_D
KF716480,HIV1_D
KF716502,HIV1_D
KF716503,HIV1_D
KF835493,HIV1_08_BC
KF835494,HIV1_07_BC
KF835495,HIV1_08_BC
KF835496,HIV1_08_BC
KF835497,HIV1_08_BC
KF835500,HIV1_08_BC
KF835501,HIV1_08_BC
KF835506,HIV1_08_BC
KF835507,HIV1_08_BC
KF835508,HIV1_08_BC
KF835509,HIV1_08_BC
KF835510,HIV1_07_BC
KF835511,HIV1_07_BC
KF835512,HIV1_08_BC
KF835529,HIV1_08_BC
KF835530,HIV1_08_BC
KF835531,HIV1_08_BC
KF835532,HIV1_07_BC
KF835534,HIV1_08_BC
KF835535,HIV1_08_BC
KF835541,HIV1_08_BC
KF835542,HIV1_01_AE
KF835545,HIV1_08_BC
KF835547,HIV1_08_BC
KF859745,HIV1_A
KJ140245,HIV1_B
KJ190265,HIV1_A
KJ190270,HIV1_A
KJ197200,HIV1_63_02A1
KJ197201,HIV1_63_02A1
KJ197202,HIV1_63_02A1
KJ787684,HIV1_D
KJ849759,HIV1_71_BF1
KJ849760,HIV1_71_BF1
KJ849769,HIV1_71_BF1
KJ849770,HIV1_71_BF1
KJ849771,HIV1_71_BF1
KJ849773,HIV1_71_BF1
KJ849776,HIV1_71_BF1
KJ849777,HIV1_71_BF1
KJ849778,HIV1_71_BF1
KJ849779,HIV1_71_BF1
KJ849782,HIV1_F
KJ849791,HIV1_F
KJ883138,HIV1_F
KJ883140,HIV1_F
KJ883141,HIV1_F
KJ883142,HIV1_F
KJ883143,HIV1_F
KJ883144,HIV1_F
KJ883145,HIV1_F
KJ883146,HIV1_F
KJ883147,HIV1_F
KJ883148,HIV1_F
KJ883150,HIV1_F
KJ883151,HIV1_F
KJ883152,HIV1_F
KJ948662,HIV1_G
KP109487,HIV1_C
KP109498,HIV1_22_01A1
KP109499,HIV1_22_01A1
KP109500,HIV1_22_01A1
KP109501,HIV1_D
KP109502,HIV1_G
KP109503,HIV1_11_cpx
KP109526,HIV1_C
KP223733,HIV1_A
KP223748,HIV1_A
KP223751,HIV1_A
KP223755,HIV1_A
KP223756,HIV1_A
KP223768,HIV1_A
KP223777,HIV1_A
KP223778,HIV1_A
KP223781,HIV1_A
KP223836,HIV1_A
KP223837,HIV1_A
KP223850,HIV1_A
KP411843,HIV1_02_AG
KP411844,HIV1_02_AG
KP411845,HIV1_02_AG
KP718914,HIV1_11_cpx
KP718915,HIV1_G
KP718918,HIV1_A
KP718923,HIV1_G
KP718925,HIV1_G
KR017776,HIV1_G
KR820307,HIV1_C
KR820345,HIV1_C
KR820352,HIV1_C
KR820420,HIV1_C
KR822830,HIV1_11_cpx
KT022367,HIV1_A
KT022368,HIV1_A
KT022369,HIV1_A
KT022379,HIV1_G
KT152845,HIV1_A
KT183070,HIV1_C
KT183099,HIV1_C
KT183102,HIV1_C
KT183107,HIV1_C
KT183168,HIV1_C
KT183188,HIV1_C
KT183203,HIV1_C
KT183261,HIV1_C
KT183278,HIV1_C
KT183314,HIV1_A
KT183316,HIV1_A
KT276257,HIV1_F
KT276260,HIV1_F
KT276261,HIV1_G
KT427717,HIV1_B
KT427753,HIV1_B
KT427755,HIV1_B
KT427774,HIV1_F
M22639,HIV1_D
U88822,HIV1_D
U88826,HIV1_G
