KC197234|2k,2
FV536461|2k,2
FV536499|2k,2
HC186605|2k,2
HC493941|2k,2
KM043280|3a,3
KM043281|3a,3
KM587622|3a,3
GU294484|3a,3
KJ470612|3a,3
KJ470613|3a,3
KJ470614|3a,3
KJ470615|3a,3
KY620576|3a,3
KY620498|3a,3
KY620609|3a,3
KY620383|3a,3
KY620709|3a,3
KY620519|3a,3
KY620543|3a,3
KY620618|3a,3
KY620667|3a,3
KY620706|3a,3
KY620467|3a,3
KY620822|3a,3
KY620556|3a,3
KY620366|3a,3
KY620855|3a,3
KY620581|3a,3
KY620388|3a,3
D49374|3b,3
JQ065709|3b,3
KC844044|3b,3
E10841|3b,3
E10839|3b,3
KY620871|3b,3
KY620873|3b,3
KY620872|3b,3
KY620874|3b,3
KY620869|3b,3
KY620870|3b,3
FV536463|3b,3
FV536501|3b,3
HC186801|3b,3
HC494137|3b,3
JF735122|3k,3
FV536464|3k,3
FV536502|3k,3
HC186809|3k,3
HC494145|3k,3
D63821|3k,3
KM043282|4a,4
KM043283|4a,4
KM043284|4a,4
KY283130|4a,4
KM587624|4a,4
JF735137|4a,4
FV536465|4a,4
FV536503|4a,4
HC186837|4a,4
HC494173|4a,4
JA206598|4a,4
JE984231|4a,4
JE984240|4a,4
Y11604|4a,4
GU814265|4a,4
NC_009825|4a,4
DQ418782|4a,4
DQ418783|4a,4
DQ418784|4a,4
DQ516084|4a,4
DQ418788|4a,4
DQ418787|4a,4
AB795432|4a,4
DQ418789|4a,4
KF373567|5a,5
KM587626|5a,5
KJ925146|5a,5
KJ925147|5a,5
KJ925148|5a,5
KJ925149|5a,5
FV536466|5a,5
FV536504|5a,5
HC186679|5a,5
HC186839|5a,5
HC494015|5a,5
HC494175|5a,5
JE984232|5a,5
Y13184|5a,5
NC_009826|5a,5
AF064490|5a,5
KC844046|5a,5
KJ678744|6a,6
KJ678745|6a,6
EU246930|6a,6
KJ678746|6a,6
KJ678747|6a,6
KJ678748|6a,6
KJ678749|6a,6
KJ678750|6a,6
KJ678751|6a,6
KJ678752|6a,6
KJ678753|6a,6
KJ678754|6a,6
KJ678755|6a,6
KJ678756|6a,6
KJ678757|6a,6
KJ678758|6a,6
KJ678759|6a,6
KJ678760|6a,6
KJ678761|6a,6
KJ678762|6a,6
KJ678763|6a,6
KJ678764|6a,6
KJ678765|6a,6
KJ678766|6a,6
KJ678767|6a,6
FV536468|6g,6
FV536507|6g,6
HC186810|6g,6
HC494146|6g,6
D63822|6g,6
DQ314806|6g,6
KM504122|6h,6
KM252782|6h,6
KM252783|6h,6
FV536471|6h,6
FV536509|6h,6
HC186815|6h,6
HC494151|6h,6
KM252784|6h,6
D84265|6h,6
KM504110|6f,6
EU246936|6f,6
DQ835760|6f,6
DQ835764|6f,6
AY878650|6k,6
6AY878651|6k,6
D84264|6k,6
DQ278891|6k,6
DQ278893|6k,6
